"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|GB","23.04.2020 22:00 - 23.04.2020 22:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","23.04.2020 22:30 - 23.04.2020 23:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","23.04.2020 23:00 - 23.04.2020 23:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","23.04.2020 23:30 - 24.04.2020 00:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 00:00 - 24.04.2020 00:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 00:30 - 24.04.2020 01:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 01:00 - 24.04.2020 01:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 01:30 - 24.04.2020 02:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 02:00 - 24.04.2020 02:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 02:30 - 24.04.2020 03:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 03:00 - 24.04.2020 03:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 03:30 - 24.04.2020 04:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 04:00 - 24.04.2020 04:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 04:30 - 24.04.2020 05:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 05:00 - 24.04.2020 05:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 05:30 - 24.04.2020 06:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 06:00 - 24.04.2020 06:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 06:30 - 24.04.2020 07:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 07:00 - 24.04.2020 07:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 07:30 - 24.04.2020 08:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 08:00 - 24.04.2020 08:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 08:30 - 24.04.2020 09:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 09:00 - 24.04.2020 09:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 09:30 - 24.04.2020 10:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 10:00 - 24.04.2020 10:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 10:30 - 24.04.2020 11:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 11:00 - 24.04.2020 11:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 11:30 - 24.04.2020 12:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 12:00 - 24.04.2020 12:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 12:30 - 24.04.2020 13:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 13:00 - 24.04.2020 13:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 13:30 - 24.04.2020 14:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 14:00 - 24.04.2020 14:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 14:30 - 24.04.2020 15:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 15:00 - 24.04.2020 15:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 15:30 - 24.04.2020 16:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 16:00 - 24.04.2020 16:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 16:30 - 24.04.2020 17:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 17:00 - 24.04.2020 17:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 17:30 - 24.04.2020 18:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 18:00 - 24.04.2020 18:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 18:30 - 24.04.2020 19:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 19:00 - 24.04.2020 19:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 19:30 - 24.04.2020 20:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 20:00 - 24.04.2020 20:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 20:30 - 24.04.2020 21:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 21:00 - 24.04.2020 21:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 21:30 - 24.04.2020 22:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 22:00 - 24.04.2020 22:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 22:30 - 24.04.2020 23:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 23:00 - 24.04.2020 23:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","24.04.2020 23:30 - 25.04.2020 00:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 00:00 - 25.04.2020 00:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 00:30 - 25.04.2020 01:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 01:00 - 25.04.2020 01:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 01:30 - 25.04.2020 02:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 02:00 - 25.04.2020 02:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 02:30 - 25.04.2020 03:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 03:00 - 25.04.2020 03:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 03:30 - 25.04.2020 04:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 04:00 - 25.04.2020 04:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 04:30 - 25.04.2020 05:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 05:00 - 25.04.2020 05:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 05:30 - 25.04.2020 06:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 06:00 - 25.04.2020 06:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 06:30 - 25.04.2020 07:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 07:00 - 25.04.2020 07:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 07:30 - 25.04.2020 08:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 08:00 - 25.04.2020 08:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 08:30 - 25.04.2020 09:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 09:00 - 25.04.2020 09:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 09:30 - 25.04.2020 10:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 10:00 - 25.04.2020 10:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 10:30 - 25.04.2020 11:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 11:00 - 25.04.2020 11:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 11:30 - 25.04.2020 12:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 12:00 - 25.04.2020 12:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 12:30 - 25.04.2020 13:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 13:00 - 25.04.2020 13:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 13:30 - 25.04.2020 14:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 14:00 - 25.04.2020 14:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 14:30 - 25.04.2020 15:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 15:00 - 25.04.2020 15:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 15:30 - 25.04.2020 16:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 16:00 - 25.04.2020 16:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 16:30 - 25.04.2020 17:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 17:00 - 25.04.2020 17:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 17:30 - 25.04.2020 18:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 18:00 - 25.04.2020 18:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 18:30 - 25.04.2020 19:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 19:00 - 25.04.2020 19:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 19:30 - 25.04.2020 20:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 20:00 - 25.04.2020 20:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 20:30 - 25.04.2020 21:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 21:00 - 25.04.2020 21:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 21:30 - 25.04.2020 22:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 22:00 - 25.04.2020 22:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 22:30 - 25.04.2020 23:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 23:00 - 25.04.2020 23:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","25.04.2020 23:30 - 26.04.2020 00:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 00:00 - 26.04.2020 00:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 00:30 - 26.04.2020 01:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 01:00 - 26.04.2020 01:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 01:30 - 26.04.2020 02:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 02:00 - 26.04.2020 02:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 02:30 - 26.04.2020 03:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 03:00 - 26.04.2020 03:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 03:30 - 26.04.2020 04:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 04:00 - 26.04.2020 04:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 04:30 - 26.04.2020 05:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 05:00 - 26.04.2020 05:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 05:30 - 26.04.2020 06:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 06:00 - 26.04.2020 06:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 06:30 - 26.04.2020 07:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 07:00 - 26.04.2020 07:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 07:30 - 26.04.2020 08:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 08:00 - 26.04.2020 08:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 08:30 - 26.04.2020 09:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 09:00 - 26.04.2020 09:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 09:30 - 26.04.2020 10:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 10:00 - 26.04.2020 10:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 10:30 - 26.04.2020 11:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 11:00 - 26.04.2020 11:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 11:30 - 26.04.2020 12:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 12:00 - 26.04.2020 12:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 12:30 - 26.04.2020 13:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 13:00 - 26.04.2020 13:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 13:30 - 26.04.2020 14:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 14:00 - 26.04.2020 14:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 14:30 - 26.04.2020 15:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 15:00 - 26.04.2020 15:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 15:30 - 26.04.2020 16:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 16:00 - 26.04.2020 16:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 16:30 - 26.04.2020 17:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 17:00 - 26.04.2020 17:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 17:30 - 26.04.2020 18:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 18:00 - 26.04.2020 18:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 18:30 - 26.04.2020 19:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 19:00 - 26.04.2020 19:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 19:30 - 26.04.2020 20:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 20:00 - 26.04.2020 20:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 20:30 - 26.04.2020 21:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 21:00 - 26.04.2020 21:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 21:30 - 26.04.2020 22:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 22:00 - 26.04.2020 22:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 22:30 - 26.04.2020 23:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 23:00 - 26.04.2020 23:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","26.04.2020 23:30 - 27.04.2020 00:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","27.04.2020 00:00 - 27.04.2020 00:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","27.04.2020 00:30 - 27.04.2020 01:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","27.04.2020 01:00 - 27.04.2020 01:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","27.04.2020 01:30 - 27.04.2020 02:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","27.04.2020 02:00 - 27.04.2020 02:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","27.04.2020 02:30 - 27.04.2020 03:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","27.04.2020 03:00 - 27.04.2020 03:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","27.04.2020 03:30 - 27.04.2020 04:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","27.04.2020 04:00 - 27.04.2020 04:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","27.04.2020 04:30 - 27.04.2020 05:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","27.04.2020 05:00 - 27.04.2020 05:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","27.04.2020 05:30 - 27.04.2020 06:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","27.04.2020 06:00 - 27.04.2020 06:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","27.04.2020 06:30 - 27.04.2020 07:00 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BZN|GB","27.04.2020 07:00 - 27.04.2020 07:30 (UTC)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
